ID	Sex	Ci
4138	2	12
4139	2	12
4140	1	12
4141	3	12
4142	1	13
4143	1	11
4144	1	11
4145	1	12
4146	1	12
4147	2	11
4148	2	12
4149	1	12
4150	3	12
4151	1	10
4152	1	2
4153	3	11
4154	1	11
4155	3	13
4156	1	11
4157	3	11
4158	3	11
4159	1	12
4160	1	12
4161	3	11
4162	3	10
4163	3	9
4164	3	11
4165	3	11
4166	3	11
4167	3	11
4168	1	12
4169	3	11
4170	3	11
4171	3	11
4172	1	12
4173	3	13
4174	3	12
4175	3	11
4176	1	11
4177	1	12
4178	3	13
4179	1	13
4180	3	11
4181	3	11
4182	1	12
4183	1	12
4184	3	11
4185	3	12
4186	1	10
4187	3	10
4188	3	11
4189	2	11
4190	1	12
4191	3	12
4192	3	12
4193	1	12
4194	1	12
4195	1	12
4196	1	12
4197	1	11
4198	3	11
4199	3	11
4200	3	11
4201	1	11
4202	1	11
4203	2	12
4204	1	12
4205	1	12
4206	1	12
4207	1	12
4208	3	12
4209	2	12
4210	3	12
4211	1	12
4212	1	12
4213	2	12
4214	2	12
4215	1	11
4216	1	12
4217	1	12
4218	1	12
4219	2	2
4220	1	11
4221	3	11
4222	3	12
4223	1	12
4224	3	11
4225	3	12
4226	2	12
4227	3	12
4228	3	12
4229	3	11
4230	3	11
4231	3	11
4232	3	11
4233	3	12
4234	3	12
4235	1	14
4236	2	8
4237	3	11
4238	3	12
4239	3	11
4240	3	11
4241	3	11
4242	3	11
4243	3	11
4244	3	11
4245	3	11
4246	3	11
4247	3	11
4248	3	12
4249	1	12
4250	3	11
4251	3	12
4252	3	12
4253	1	11
4254	3	11
4255	3	11
4256	1	11
4257	3	10
4258	3	12
4259	3	14
4260	3	12
4261	3	10
4262	3	10
4263	3	11
4264	3	11
4265	3	11
4266	3	10
4267	3	11
4268	3	11
4269	3	11
4270	3	11
4271	3	12
4272	3	12
4273	1	14
4274	3	12
4275	3	12
4276	3	12
4277	3	12
4278	1	12
4279	2	11
4280	3	11
4281	3	11
4282	3	11
4283	2	12
4284	1	12
4285	3	11
4286	3	12
4287	1	12
4288	3	12
4289	3	11
4290	3	10
4291	3	11
4292	1	11
4293	3	11
4294	2	12
4295	3	12
4296	3	11
4297	3	11
4298	3	11
4299	3	11
4300	3	11
4301	3	11
4302	3	11
4303	3	12
4304	3	12
4305	3	11
4306	3	11
4307	3	11
4308	3	11
4309	3	11
4310	3	11
4311	3	11
4312	3	11
4313	3	11
4314	3	11
4315	2	11
4316	1	12
4317	2	8
4318	3	8
4319	1	12
4320	3	12
4321	1	13
4322	2	12
4323	2	12
4324	2	12
4325	3	11
4326	3	11
4327	3	11
4328	3	11
4329	3	11
4330	3	11
4331	3	11
4332	3	11
4333	3	11
4334	3	12
4335	3	11
4336	3	12
4337	3	12
4338	3	12
4339	3	11
4340	3	11
4341	3	12
4342	3	11
4343	3	11
4344	1	12
4345	3	12
4346	2	12
4347	1	10
4348	1	12
4349	1	12
4350	2	7
4351	3	12
4352	3	12
4353	3	11
4354	3	11
4355	3	11
4356	3	11
4357	3	11
4358	3	11
4359	3	11
4360	3	11
4361	3	11
4362	3	11
4363	3	11
4364	3	11
4365	3	11
4366	3	11
4367	3	11
4368	3	11
4369	2	12
4370	1	11
4371	1	12
4372	3	12
4373	3	12
4374	3	12
4375	1	12
4376	2	11
4377	1	11
4378	1	12
4379	2	13
4380	1	12
4381	3	14
4382	1	11
4383	1	12
4384	3	14
4385	3	12
4386	2	12
4387	3	11
4388	1	12
4389	1	11
4390	2	12
4391	1	13
4392	3	14
4393	3	11
4394	3	14
4395	1	13
4396	3	12
4397	3	12
4398	3	11
4399	3	11
4400	3	11
4401	3	11
4402	3	12
4403	1	12
4404	1	12
4405	1	13
4406	1	12
4407	1	12
4408	1	12
4409	1	13
4410	2	13
4411	3	11
4412	3	12
4413	3	10
4414	1	12
4415	3	12
4416	1	11
4417	1	12
4418	1	12
4419	3	9
4420	1	9
4421	1	13
4422	1	12
4423	2	12
4424	2	12
4425	3	12
4426	3	12
4427	3	12
4428	3	12
4429	1	12
4430	3	13
4431	3	13
4432	1	13
4433	1	10
4434	1	12
4435	3	12
4436	1	12
4437	1	12
4438	1	13
4439	3	11
4440	3	9
4441	3	11
4442	1	12
4443	1	13
4444	1	11
4445	3	12
4446	1	12
4447	1	12
4448	1	13
4449	3	12
4450	3	12
4451	1	12
4452	1	12
4453	1	13
4454	3	12
4455	2	12
4456	1	14
4457	1	8
4458	3	12
4459	3	12
4460	1	12
4461	3	11
4462	3	9
4463	3	12
4464	3	12
4465	3	11
4466	1	11
4467	2	14
4468	2	11
4469	3	12
4470	1	8
4471	3	12
4472	3	11
4473	3	11
4474	3	11
4475	3	11
4476	3	11
4477	1	11
4478	3	12
4479	2	8
4480	3	11
4481	3	11
4482	3	12
4483	1	12
4484	1	12
4485	3	12
4486	3	12
4487	1	12
4488	3	12
4489	3	14
4490	3	12
4491	2	13
4492	2	11
4493	3	12
4494	3	12
4495	3	12
4496	3	12
4497	3	12
4498	1	12
4499	3	12
4500	3	11
4501	3	11
4502	1	12
4503	3	12
4504	3	12
4505	3	12
4506	3	12
4507	1	12
4508	1	7
4509	1	12
4510	1	12
4511	1	12
4512	1	12
4513	1	11
4514	3	13
4515	3	12
4516	3	11
4517	3	11
4518	3	9
4519	3	11
4520	1	11
4521	3	11
4522	3	7
4523	1	12
4524	3	12
4525	1	12
4526	3	12
4527	1	13
4528	1	12
4529	1	12
4530	1	11
4531	1	12
4532	3	11
4533	3	11
4534	3	11
4535	3	11
4536	3	12
4537	1	12
4538	1	12
4539	3	12
4540	2	12
4541	3	12
4542	3	12
4543	3	12
4544	1	12
4545	3	12
4546	1	12
4547	1	12
4548	2	13
4549	1	12
4550	3	12
4551	3	12
4552	1	12
4553	1	12
4554	3	12
4555	2	12
4556	2	12
4557	1	12
4558	1	13
4559	3	12
4560	2	12
4561	3	11
4562	3	12
4563	1	12
4564	3	13
4565	3	11
4566	1	12
4567	1	12
4568	1	14
4569	1	14
4570	3	12
4571	2	12
4572	1	12
4573	3	12
4574	1	12
4575	1	13
4576	1	14
4577	3	12
4578	1	12
4579	3	12
4580	1	12
4581	3	12
4582	3	12
4583	3	12
4584	2	3
4585	3	3
4586	1	14
4587	1	10
4588	2	3
4589	3	12
4590	3	12
4591	1	12
4592	1	12
4593	1	12
4594	3	12
4595	3	12
4596	1	12
4597	1	12
4598	3	13
4599	3	13
4600	3	11
4601	1	12
4602	3	12
4603	1	12
4604	3	12
4605	3	11
4606	3	11
4607	3	11
4608	3	9
4609	2	13
4610	1	13
4611	3	12
4612	1	12
4613	3	12
4614	3	12
4615	3	11
4616	3	11
4617	3	11
4618	3	11
4619	3	11
4620	1	10
4621	3	12
4622	3	12
4623	3	12
4624	1	12
4625	1	12
4626	1	12
4627	1	12
4628	1	12
4629	1	12
4630	3	12
4631	3	11
4632	3	11
4633	3	12
4634	3	12
4635	3	12
4636	3	12
4637	3	12
4638	1	13
4639	3	11
4640	3	12
4641	3	12
4642	3	12
4643	3	12
4644	1	3
4645	1	3
4646	1	13
4647	1	12
4648	1	12
4649	1	12
4650	3	13
4651	3	12
4652	3	11
4653	1	12
4654	1	12
4655	3	12
4656	1	12
4657	3	12
4658	3	12
4659	1	12
4660	3	13
4661	3	11
4662	3	11
4663	3	11
4664	3	11
4665	1	12
4666	3	12
4667	1	13
4668	3	11
4669	3	13
4670	3	13
4671	3	13
4672	3	13
4673	3	13
4674	3	12
4675	2	12
4676	3	12
4677	1	13
4678	1	12
4679	1	12
4680	1	12
4681	1	12
4682	3	12
4683	3	12
4684	1	12
4685	1	12
4686	1	12
4687	1	13
4688	1	12
4689	3	12
4690	3	12
4691	3	10
4692	3	13
4693	3	13
4694	1	12
4695	3	12
4696	3	12
4697	3	13
4698	1	13
4699	3	12
4700	1	12
4701	3	12
4702	3	11
4703	3	11
4704	3	11
4705	3	11
4706	1	12
4707	2	12
4708	3	12
4709	3	12
4710	1	13
4711	3	11
4712	3	11
4713	3	12
4714	3	11
4715	3	11
4716	3	13
4717	3	12
4718	1	12
4719	3	12
4720	3	12
4721	1	12
4722	3	12
4723	3	12
4724	3	12
4725	3	12
4726	3	12
4727	3	12
4728	3	12
4729	3	12
4730	3	12
4731	1	13
4732	1	12
4733	3	12
4734	3	12
4735	3	13
4736	2	12
4737	3	12
4738	3	12
4739	3	11
4740	3	11
4741	3	11
4742	3	9
4743	3	10
4744	3	12
4745	1	12
4746	1	12
4747	3	14
4748	1	14
4749	3	12
4750	3	11
4751	3	12
4752	2	13
4753	3	11
4754	3	11
4755	3	13
4756	3	13
4757	3	12
4758	3	11
4759	3	11
4760	1	14
4761	1	8
4762	1	14
4763	1	13
4764	3	13
4765	3	11
4766	3	11
4767	3	14
4768	3	12
4769	3	12
4770	3	12
4771	3	12
4772	3	12
4773	3	13
4774	3	13
4775	1	12
4776	1	12
4777	3	13
4778	3	11
4779	3	11
4780	3	11
4781	3	13
4782	3	12
4783	3	13
4784	3	13
4785	3	13
4786	3	14
4787	3	14
4788	3	11
4789	3	11
4790	3	13
4791	3	13
4792	3	13
4793	3	12
4794	3	12
4795	3	12
4796	3	12
4797	3	12
4798	3	12
4799	3	12
4800	1	14
4801	3	12
4802	1	12
4803	3	13
4804	3	12
4805	3	13
4806	1	13
4807	1	12
4808	3	12
4809	3	12
4810	1	13
4811	3	13
4812	3	12
4813	1	13
4814	3	13
4815	3	11
4816	3	12
4817	3	11
4818	3	11
4819	3	11
4820	3	11
4821	3	3
4822	3	3
4823	3	12
4824	3	12
4825	3	14
4826	3	13
4827	3	13
4828	1	13
4829	3	11
4830	3	13
4831	3	13
4832	3	12
4833	3	13
4834	3	13
4835	3	12
4836	3	8
4837	3	8
4838	3	14
4839	3	12
4840	1	14
4841	1	3
4842	3	11
4843	3	12
4844	3	12
4845	2	13
4846	1	13
4847	3	13
4848	3	11
4849	3	11
4850	3	11
4851	1	12
4852	1	9
4853	3	12
4854	3	12
4855	3	12
4856	2	12
4857	1	13
4858	3	12
4859	2	13
4860	1	13
4861	1	13
4862	1	13
4863	1	13
4864	1	13
4865	3	14
4866	3	13
4867	2	13
4868	2	13
4869	3	12
4870	3	11
4871	3	13
4872	2	14
4873	2	13
4874	3	13
4875	3	13
4876	3	13
4877	3	11
4878	3	13
4879	1	13
4880	3	13
4881	3	12
4882	3	12
4883	3	12
4884	3	13
4885	3	13
4886	2	13
4887	2	13
4888	2	13
4889	2	13
4890	1	13
4891	3	13
4892	3	12
4893	3	13
4894	3	13
4895	3	13
4896	1	13
4897	3	13
4898	3	13
4899	3	13
4900	3	13
4901	3	9
4902	2	13
4903	2	12
4904	3	12
4905	2	13
4906	3	13
4907	3	13
4908	3	13
4909	3	12
4910	3	12
4911	3	12
4912	3	12
4913	3	12
4914	3	13
4915	3	13
4916	3	11
4917	2	13
4918	1	13
4919	3	9
4920	3	13
4921	3	12
4922	3	12
4923	3	12
4924	1	12
4925	1	13
4926	3	13
4927	1	13
4928	1	3
4929	1	12
4930	3	13
4931	1	12
4932	3	13
4933	3	13
4934	3	12
4935	3	13
4936	3	12
4937	1	13
4938	3	13
4939	3	12
4940	1	13
4941	3	12
4942	3	12
4943	3	12
4944	3	12
4945	3	12
4946	3	12
4947	3	12
4948	3	12
4949	1	14
4950	3	12
4951	3	12
4952	3	12
4953	3	12
4954	2	13
4955	2	14
4956	1	13
4957	1	13
4958	1	13
4959	1	13
4960	1	13
4961	3	9
4962	3	12
4963	3	12
4964	3	12
4965	3	11
4966	3	12
4967	3	12
4968	3	12
4969	3	12
4970	1	13
4971	3	12
4972	3	12
4973	3	12
4974	1	12
4975	3	13
4976	3	13
4977	3	11
4978	3	11
4979	3	11
4980	3	11
4981	3	11
4982	3	13
4983	3	13
4984	3	13
4985	3	12
4986	3	12
4987	3	12
4988	3	13
4989	3	13
4990	3	13
4991	3	12
4992	3	12
4993	1	13
4994	3	13
4995	3	12
4996	3	7
4997	3	7
4998	3	7
4999	3	13
5000	3	13
5001	3	12
5002	3	12
5003	1	13
5004	3	12
5005	3	12
5006	3	11
5007	3	13
5008	3	13
5009	3	13
5010	3	11
5011	1	14
5012	3	13
5013	3	11
5014	3	13
5015	1	14
5016	1	12
5017	1	3
5018	1	8
5019	1	12
5020	3	13
5021	3	11
5022	3	5
5023	3	5
5024	1	13
5025	3	13
5026	1	12
5027	3	13
5028	3	13
5029	3	13
5030	3	13
5031	1	12
5032	3	13
5033	3	13
5034	3	12
5035	3	12
5036	3	13
5037	1	13
5038	3	13
5039	3	12
5040	1	13
5041	1	13
5042	1	13
5043	3	13
5044	3	13
5045	3	13
5046	1	14
5047	1	13
5048	3	13
5049	3	13
5050	3	13
5051	3	13
5052	3	13
5053	1	13
5054	3	12
5055	1	14
5056	3	13
5057	3	13
5058	3	13
5059	1	13
5060	1	14
5061	2	11
5062	1	14
5063	1	14
5064	1	13
5065	3	13
5066	3	11
5067	1	14
5068	3	13
5069	1	3
5070	3	15
5071	1	14
5072	3	14
5073	3	11
5074	3	13
5075	3	13
5076	1	12
5077	3	12
5078	3	9
5079	3	10
5080	3	13
5081	3	13
5082	3	14
5083	3	14
5084	3	13
5085	3	10
5086	2	3
5087	2	12
5088	3	12
5089	3	13
5090	3	13
5091	3	13
5092	3	8
5093	3	12
5094	3	13
5095	3	13
5096	3	13
5097	3	13
5098	3	13
5099	1	13
5100	1	13
5101	1	13
5102	3	11
5103	3	13
5104	3	13
5105	1	13
5106	1	13
5107	1	13
5108	3	12
5109	3	12
5110	2	13
5111	1	14
5112	3	13
5113	3	12
5114	3	13
5115	3	13
5116	3	13
5117	3	13
5118	1	13
5119	3	13
5120	2	14
5121	1	13
5122	3	12
5123	3	13
5124	3	13
5125	3	13
5126	3	13
5127	3	13
5128	3	13
5129	2	9
5130	2	13
5131	3	13
5132	1	13
5133	3	13
5134	1	13
5135	1	13
5136	3	13
5137	3	13
5138	3	13
5139	3	13
5140	3	13
5141	3	13
5142	3	13
5143	3	13
5144	3	13
5145	3	13
5146	3	13
5147	1	13
5148	1	13
5149	1	13
5150	3	13
5151	3	13
5152	3	13
5153	3	13
5154	3	13
5155	3	13
5156	3	13
5157	3	13
5158	3	13
5159	3	13
5160	3	13
5161	3	13
5162	3	13
5163	3	13
5164	3	13
5165	1	13
5166	1	15
5167	2	14
5168	1	12
5169	3	12
5170	3	13
5171	3	13
5172	3	13
5173	3	13
5174	2	12
5175	3	15
5176	3	13
5177	3	13
5178	1	12
5179	1	12
5180	1	14
5181	3	12
5182	2	13
5183	3	13
5184	2	14
5185	3	13
5186	3	12
5187	1	12
5188	3	13
5189	3	13
5190	3	13
5191	3	13
5192	3	13
5193	3	14
5194	3	13
5195	3	13
5196	3	13
5197	3	13
5198	3	14
5199	3	13
5200	3	13
5201	3	13
5202	1	14
5203	3	13
5204	3	13
5205	3	15
5206	3	13
5207	3	13
5208	3	13
5209	3	13
5210	3	13
5211	3	13
5212	3	13
5213	1	13
5214	3	13
5215	3	13
5216	3	12
5217	1	13
5218	2	14
5219	3	13
5220	3	13
5221	3	13
5222	3	13
5223	3	13
5224	1	13
5225	3	13
5226	1	13
5227	3	12
5228	2	13
5229	1	14
5230	1	14
5231	3	13
5232	2	13
5233	2	13
5234	1	13
5235	1	13
5236	1	13
5237	1	14
5238	3	13
5239	3	13
5240	3	13
5241	3	13
5242	2	13
5243	2	14
5244	3	13
5245	1	14
5246	3	13
5247	1	14
5248	3	14
5249	1	14
5250	3	13
5251	3	4
5252	3	13
5253	1	13
5254	1	13
5255	3	13
5256	3	13
5257	3	13
5258	1	13
5259	3	13
5260	3	13
5261	3	13
5262	3	13
5263	3	11
5264	3	13
5265	3	13
5266	1	13
5267	3	13
5268	3	13
5269	3	13
5270	3	13
5271	3	13
5272	3	13
5273	2	12
5274	1	12
5275	1	11
5276	3	13
5277	1	13
5278	3	13
5279	1	14
5280	3	13
5281	3	13
5282	3	13
5283	3	13
5284	3	13
5285	1	14
5286	3	13
5287	3	13
5288	3	13
5289	3	13
5290	3	13
5291	1	14
5292	1	13
5293	3	13
5294	3	13
5295	3	13
5296	3	13
5297	1	13
5298	3	13
5299	3	13
5300	2	13
5301	1	13
5302	3	13
5303	1	13
5304	3	13
5305	3	13
5306	3	14
5307	1	14
5308	1	14
5309	2	14
5310	1	13
5311	3	13
5312	1	13
5313	1	13
5314	3	13
5315	3	14
5316	3	13
5317	3	13
5318	1	14
5319	1	13
5320	3	13
5321	1	14
5322	3	13
5323	3	13
5324	1	13
5325	1	13
5326	3	14
5327	3	14
5328	3	14
5329	1	13
5330	1	13
5331	1	13
5332	3	13
5333	3	14
5334	1	13
5335	1	13
5336	3	13
5337	3	14
5338	3	13
5339	3	13
5340	3	13
5341	1	13
5342	3	13
5343	3	13
5344	3	13
5345	3	14
5346	1	15
5347	1	14
5348	3	14
5349	2	14
5350	3	14
5351	3	14
5352	3	14
5353	3	13
5354	3	14
5355	3	14
5356	3	13
5357	1	13
5358	3	13
5359	2	14
5360	3	14
5361	3	14
5362	3	14
5363	3	14
5364	1	14
5365	3	14
5366	2	14
5367	2	14
5368	3	14
5369	3	14
5370	3	13
5371	3	14
5372	2	13
5373	3	14
5374	3	14
5375	1	14
5376	3	14
5377	2	14
5378	3	14
5379	1	14
5380	1	13
5381	3	14
5382	3	14
5383	1	13
5384	3	15
5385	3	14
5386	2	9
5387	3	4
5388	3	14
5389	3	15
5390	3	15
5391	3	14
5392	1	14
5393	3	14
5394	1	14
5395	2	14
5396	2	15
5397	3	14
5398	3	14
5399	3	14
5400	3	15
5401	3	14
5402	3	14
5403	3	14
5404	1	14
5405	3	14
5406	3	14
5407	1	14
5408	3	14
5409	3	14
5410	3	14
5411	3	4
5412	1	14
5413	3	14
5414	1	12
5415	2	11
5416	1	13
5417	1	14
5418	3	14
5419	3	13
5420	3	13
5421	3	14
5422	3	14
5423	1	14
5424	1	14
5425	1	15
5426	1	14
5427	1	14
5428	3	14
5429	1	14
5430	3	14
5431	3	14
5432	3	14
5433	3	14
5434	1	14
5435	3	4
5436	3	13
5437	2	14
5438	2	14
5439	3	4
5440	2	14
5441	2	14
5442	3	13
5443	3	14
5444	3	4
5445	3	14
5446	1	14
5447	1	15
5448	3	13
5449	3	14
5450	3	15
5451	3	15
5452	3	4
5453	3	15
5454	3	15
5455	3	14
5456	3	15
5457	1	15
5458	2	15
5459	3	15
5460	3	12
5461	3	13
5462	3	14
5463	3	14
5464	3	14
5465	3	15
5466	3	15
5467	2	14
5468	3	14
5469	1	14
5470	3	15
5471	3	15
5472	2	14
5473	3	14
5474	3	15
5475	3	15
5476	1	15
5477	3	13
5478	3	12
5479	3	15
5480	3	15
5481	3	13
5482	3	9
5483	1	15
5484	3	14
5485	3	15
5486	3	14
5487	3	14
5488	3	14
5489	3	13
5490	3	13
5491	3	14
5492	3	14
5493	1	14
5494	3	15
5495	3	15
5496	3	14
5497	3	14
5498	1	15
5499	2	14
5500	1	14
5501	1	14
5502	3	15
5503	3	15
5504	3	14
5505	1	15
5506	3	14
5507	1	14
5508	2	14
5509	3	14
5510	1	14
5511	1	14
5512	1	14
5513	3	15
5514	3	14
5515	1	14
5516	3	14
5517	3	14
5518	2	14
5519	1	14
5520	1	14
5521	1	15
5522	2	14
5523	3	14
5524	3	14
5525	3	13
5526	3	15
5527	1	15
5528	1	15
5529	1	15
5530	1	14
5531	3	14
5532	3	13
5533	1	15
5534	3	14
5535	3	13
5536	2	14
5537	3	13
5538	3	13
5539	3	14
5540	3	14
5541	3	14
5542	3	14
5543	3	15
5544	3	14
5545	3	14
5546	3	14
5547	1	15
5548	1	14
5549	3	14
5550	3	15
5551	2	14
5552	1	14
5553	3	14
5554	3	14
5555	3	15
5556	3	13
5557	3	13
5558	3	14
5559	1	14
5560	1	15
5561	3	15
5562	1	15
5563	3	15
5564	1	15
5565	3	14
5566	1	14
5567	2	14
5568	2	14
5569	3	14
5570	3	15
5571	3	14
5572	3	15
5573	3	15
5574	3	15
5575	3	13
5576	3	14
5577	3	15
5578	2	15
5579	3	15
5580	2	15
5581	3	13
5582	3	12
5583	2	14
5584	2	15
5585	1	15
5586	1	15
5587	3	13
5588	1	14
5589	3	10
5590	3	13
5591	3	15
5592	2	15
5593	2	15
5594	1	15
5595	1	15
5596	1	15
5597	2	15
5598	1	15
5599	3	15
5600	3	15
5601	3	14
5602	2	15
5603	1	15
5604	1	14
5605	3	15
5606	3	14
5607	2	14
5608	3	14
5609	3	14
5610	3	14
5611	1	14
5612	3	13
5613	3	15
5614	3	15
5615	3	15
5616	3	15
5617	1	15
5618	1	15
5619	3	15
5620	3	14
5621	3	15
5622	1	15
5623	1	15
5624	1	16
5625	3	15
5626	1	16
5627	1	16
5628	1	15
5629	2	15
5630	2	15
5631	2	15
5632	1	15
5633	1	15
5634	2	16
5635	1	15
5636	2	15
5637	1	15
5638	1	15
5639	1	15
5640	1	15
5641	1	15
5642	1	15
5643	1	15
5644	1	15
5645	1	15
5646	1	16
5647	1	15
5648	1	16
5649	2	15
5650	1	15
5651	1	15
5652	1	15
5653	1	15
5654	3	16
5655	2	15
5656	1	16
5657	1	15
5658	1	16
5659	1	15
5660	1	15
5661	1	16
5662	1	15
5663	1	15
5664	3	16
5665	1	16
5666	1	15
5667	2	16
5668	1	15
5669	1	15
5670	1	16
5671	2	16
5672	2	15
5673	1	15
5674	1	15
5675	1	16
5676	1	15
5677	1	15
5678	1	15
5679	1	15
5680	1	16
5681	2	16
5682	1	15
5683	1	15
5684	2	15
5685	1	15
5686	1	16
5687	1	15
5688	1	16
5689	2	16
5690	2	16
5691	1	16
5692	1	15
5693	1	16
5694	1	16
5695	3	16
5696	1	16
5697	1	16
5698	1	16
5699	1	16
5700	1	16
5701	2	15
5702	1	15
5703	1	16
5704	1	16
5705	2	16
5706	1	15
5707	1	16
5708	1	16
5709	1	15
5710	2	16
5711	1	15
5712	1	16
5713	1	16
5714	3	16
5715	2	16
5716	1	16
5717	2	16
5718	1	16
5719	1	15
5720	1	16
5721	1	16
5722	2	16
5723	1	15
5724	1	15
5725	1	16
5726	3	16
5727	1	16
5728	1	16
5729	2	15
5730	1	16
5731	2	15
5732	1	16
5733	1	16
5734	2	16
5735	1	16
5736	1	16
5737	1	16
5738	1	16
5739	1	16
5740	1	16
5741	1	16
5742	1	16
5743	1	16
5744	1	16
5745	1	16
5746	1	16
5747	1	16
5748	2	15
5749	1	16
5750	2	16
5751	1	16
5752	1	16
5753	3	16
5754	1	16
5755	1	16
5756	1	16
5757	1	16
5758	1	16
5759	1	16
5760	1	16
5761	1	16
5762	1	16
5763	1	16
5764	1	16
5765	2	16
5766	1	16
5767	1	16
5768	1	16
5769	1	16
5770	1	16
5771	2	15
5772	1	16
5773	2	15
5774	1	16
5775	1	16
5776	1	16
5777	2	15
5778	1	16
5779	3	15
5780	1	16
5781	1	15
5782	1	16
5783	1	16
5784	1	16
5785	1	16
5786	3	16
5787	2	16
5788	1	16
5789	3	16
5790	1	15
5791	1	15
5792	1	16
5793	1	15
5794	1	15
5795	3	16
5796	2	15
5797	1	15
5798	3	16
5799	1	16
5800	1	16
5801	2	16
5802	1	16
5803	1	16
5804	1	15
5805	1	16
5806	1	15
5807	1	15
5808	1	15
5809	3	17
5810	3	17
5811	1	15
5812	1	15
5813	1	16
5814	1	16
5815	1	16
5816	1	15
5817	1	16
5818	1	15
5819	1	15
5820	1	16
5821	1	15
5822	1	15
5823	1	15
5824	1	15
5825	1	15
5826	1	15
5827	1	15
5828	1	16
5829	1	15
5830	1	15
5831	1	16
5832	1	15
5833	1	16
5834	1	16
5835	3	16
5836	1	16
5837	1	16
5838	1	16
5839	1	15
5840	1	15
5841	2	16
5842	2	16
5843	2	16
5844	3	16
5845	1	16
5846	3	16
5847	3	16
5848	1	15
5849	1	15
5850	1	15
5851	1	16
5852	1	15
5853	1	16
5854	2	16
5855	3	16
5856	1	16
5857	1	15
5858	1	15
5859	3	16
5860	1	16
5861	1	16
5862	1	16
5863	3	16
5864	1	15
5865	1	16
5866	1	16
5867	1	15
5868	1	15
5869	1	15
5870	1	15
5871	3	16
5872	1	16
5873	3	16
5874	3	16
5875	1	15
5876	1	15
5877	1	15
5878	1	15
5879	1	15
5880	3	16
5881	3	16
5882	1	15
5883	1	16
5884	1	15
5885	1	15
5886	2	16
5887	1	15
5888	1	15
5889	3	16
5890	3	16
5891	2	16
5892	1	16
5893	1	16
5894	3	16
5895	3	16
5896	1	16
5897	3	16
5898	3	16
5899	1	15
5900	3	16
5901	3	16
5902	1	16
5903	3	16
5904	1	16
5905	1	15
5906	1	15
5907	1	16
5908	3	16
5909	1	15
5910	3	16
5911	3	16
5912	3	16
5913	1	16
5914	3	16
5915	3	16
5916	3	16
5917	1	16
5918	3	16
5919	1	15
5920	1	15
5921	1	16
5922	3	17
5923	3	16
5924	3	16
5925	1	15
5926	1	15
5927	3	16
5928	1	16
5929	3	16
5930	3	16
5931	1	16
5932	1	15
5933	3	16
5934	3	17
5935	3	17
5936	3	16
5937	3	17
5938	3	16
5939	3	16
5940	3	16
5941	3	16
5942	3	16
5943	3	17
5944	3	17
5945	3	17
5946	3	16
5947	3	16
5948	3	16
5949	3	16
5950	3	16
5951	3	16
5952	3	16
5953	3	16
5954	3	17
5955	3	17
5956	3	17
5957	3	17
5958	3	17
5959	3	17
5960	3	17
5961	3	17
5962	3	17
5963	3	17
5964	3	17
5965	3	17
5966	3	16
5967	3	17
5968	3	17
5969	3	17
5970	3	17
5971	3	17
5972	3	17
5973	3	16
5974	3	16
5975	3	17
5976	3	17
5977	3	17
5978	3	16
5979	3	16
5980	3	17
5981	3	17
5982	3	17
5983	3	17
5984	3	17
5985	3	17
5986	3	17
5987	3	17
5988	3	17
5989	3	17
5990	3	17
5991	3	17
5992	3	17
5993	3	17
5994	3	16
5995	3	17
5996	3	17
5997	3	17
5998	3	17
5999	3	17
6000	3	17
6001	3	17
6002	3	16
6003	3	17
6004	3	17
6005	3	17
6006	3	17
6007	3	17
6008	3	17
6009	3	17
6010	3	17
6011	3	17
6012	3	17
6013	3	17
6014	3	17
6015	3	17
6016	3	17
6017	3	17
6018	3	17
6019	3	17
6020	3	17
6021	3	17
6022	3	17
6023	3	16
6024	3	16
6025	3	17
6026	3	16
6027	3	17
6028	3	17
6029	3	17
6030	3	17
6031	3	17
6032	3	17
6033	3	17
6034	3	17
6035	3	17
6036	3	17
6037	3	17
6038	3	16
6039	3	16
6040	3	17
6041	3	17
6042	3	17
6043	3	17
6044	3	17
6045	3	17
6046	3	17
6047	3	17
6048	3	17
6049	3	17
6050	3	17
6051	3	17
6052	3	17
6053	3	17
6054	3	17
6055	3	17
6056	3	17
6057	3	17
6058	3	17
6059	3	17
6060	3	17
6061	3	17
6062	3	17
6063	3	17
6064	3	17
6065	3	17
6066	3	17
6067	3	17
6068	3	17
6069	3	17
6070	3	17
6071	3	17
6072	3	17
6073	3	17
6074	3	17
6075	3	17
6076	3	16
6077	3	16
6078	3	17
6079	3	17
6080	3	17
6081	3	16
6082	3	16
6083	3	16
6084	3	16
6085	3	17
6086	3	17
6087	3	16
6088	3	16
6089	3	17
6090	3	17
6091	3	17
6092	3	16
6093	3	16
6094	3	16
6095	3	16
6096	3	16
6097	3	16
6098	3	17
6099	3	17
6100	3	17
6101	3	17
6102	3	16
6103	3	16
6104	3	17
6105	3	17
6106	3	17
6107	3	17
6108	3	17
6109	3	17
6110	3	17
6111	3	17
6112	3	17
6113	3	17
6114	3	17
6115	3	17
6116	3	17
6117	3	17
6118	3	16
6119	3	16
6120	3	17
6121	3	17
6122	3	17
6123	3	17
6124	3	17
6125	3	17
6126	3	17
6127	3	16
6128	3	16
6129	3	16
6130	3	16
6131	3	16
6132	3	17
6133	3	16
6134	3	17
6135	3	17
